,id_str,polished_text,stripped,removed_punct,sentiment,Emotion,Joy,Sad,Surprised,Fear,Angry,cat1,cat2,cat3,Claim,Indorg,id_str.1,Indorg.1,Num_retweets,Likes,Reply,user_screen_name,user_name,description,twitter_link,gpt-3.5-turbo-predicted-claim,gpt-4-1106-preview-predicted-claim,gpt-3.5-turbo-predicted-cat1,gpt-4-1106-preview-predicted-cat1
10,1.33E+18,"  It is helpful, but antibodies are not good indicators of immunity. Antibody titers fluctuate constantly regardless of infection or immunity. You want a strong Tcell response for immunity against a virus. Same goes for a vaccine. You want one the elicits a strong Tcell response","it is helpful, but antibodies are not good indicators of immunity. antibody titers fluctuate constantly regardless of infection or immunity. you want a strong tcell response for immunity against a virus. same goes for a vaccine. you want one the elicits a strong tcell response","It is helpful, but antibodies are not good indicators of immunity. Antibody titers fluctuate constantly regardless of infection or immunity. You want a strong Tcell response for immunity against a virus. Same goes for a vaccine. You want one the elicits a strong Tcell response",1,0,0,0,0,0,0,1,0,0,0,1,1.33E+18,1,0,0,1,CheckOrphan,Rare Diseases,Rare Diseases CheckOrphan is the leading #news and information platform dedicated to #rarediseases and #orphandrugs CheckOrphan,https://twitter.com/CheckOrphan/status/1330085870167334914,1,1,0,1
11,1.33E+18,"  Pfizer wasnt pressured politically to make a vaccine like the way Operation Warp Speed was. See what happens when agencies are not used for political, personal gain? They get things done.","pfizer wasnt pressured politically to make a vaccine like the way operation warp speed was. see what happens when agencies are not used for political, personal gain? they get things done.","Pfizer wasnt pressured politically to make a vaccine like the way Operation Warp Speed was. See what happens when agencies are not used for political, personal gain? They get things done.",2,1,0,0,0,0,1,0,0,0,0,0,1.33E+18,0,11,171,1,davidmweissman,David Weissman,"David Weissman US Army Vet, former Republican, former Trump supporter, Liberal Democrat, FL Steering Committee member @ProjectLincoln, proud Biden and Harris supporter. davidmweissman",https://twitter.com/davidmweissman/status/1325824608679972864,0,0,0,0
12,1.33E+18,"  The masks arent 100 and some people do not wear them correctly nor do they have filters, this virus is TOUGH so a flimsy cheap face masks isnt as good as one with a filter gt; ","the masks arent 100 and some people do not wear them correctly nor do they have filters, this virus is tough so a flimsy cheap face masks isnt as good as one with a filter gt;","The masks arent 100 and some people do not wear them correctly nor do they have filters, this virus is TOUGH so a flimsy cheap face masks isnt as good as one with a filter gt;",0,1,0,0,0,0,1,0,0,0,0,0,1.33E+18,0,0,0,1,data_nerd,Carla Gentry,Carla Gentry Data Nerd at Analytical-Solution RT Ã¢Â‰Â equal endorsement - Love sharing info about #DataScience #WIT #Analytics http://linkedin.com/in/datanerd13/ data_nerd,https://twitter.com/data_nerd/status/1326026897680195585,1,1,0,1
13,1.34E+18,"  Yet they have already said that after the vaccine, you still have restrictions like mask wearing and social distancing. Interesting.","yet they have already said that after the vaccine, you still have restrictions like mask wearing and social distancing. interesting.","Yet they have already said that after the vaccine, you still have restrictions like mask wearing and social distancing. Interesting.",1,1,0,0,0,0,1,1,0,0,1,0,1.34E+18,0,0,13,1,matthewdmarsden,Matthew Marsden,Matthew Marsden Husband. Dad. Actor. https://www.instagram.com/matthewdmarsden/ matthewdmarsden,https://twitter.com/matthewdmarsden/status/1343955286076190720,0,0,0,0
14,1.45E+18," : ::loudspeaker:: Face masks and gathering restrictions are easing in parts of Queensland from 4pm today, Friday 8 October. Full detail",": ::loudspeaker:: face masks and gathering restrictions are easing in parts of queensland from 4pm today, friday 8 october. full detail","loudspeaker:: Face masks and gathering restrictions are easing in parts of Queensland from 4pm today, Friday 8 October. Full detail",1,0,0,0,0,0,0,0,0,0,0,1,1.45E+18,1,4,212,0,QldAmbulance,Queensland Ambulance,Queensland Ambulance Official account of the Queensland Ambulance Service. Do not use this account to request emergency assistance. In an emergency call TRIPLE ZERO (000). QldAmbulance,https://twitter.com/QldAmbulance/status/1446290760173826050,0,0,0,0
15,1.37E+18," : all of us, when quarantine is over",": all of us, when quarantine is over","all of us, when quarantine is over",1,0,0,0,0,0,0,0,0,0,0,0,1.37E+18,0,na,na,na,RexChapman,Rex ChapmanÃ°ÂŸÂÂ‡Ã°ÂŸÂÂ¼,Rex ChapmanÃ°ÂŸÂÂ‡Ã°ÂŸÂÂ¼ I hold the microphone like a grudge RexChapman,https://twitter.com/RexChapman/status/1366477002484690945,0,0,0,0
16,1.32E+18," : GulkiJoshi tests coronavirus positive, shares glimpses of her quarantine days with fans ",": gulkijoshi tests coronavirus positive, shares glimpses of her quarantine days with fans","GulkiJoshi tests coronavirus positive, shares glimpses of her quarantine days with fans",1,0,0,0,0,0,0,0,0,0,1,1,1.32E+18,1,3,6,0,Showbiz_IT,India Today Showbiz,"India Today Showbiz Entertainment account of India's largest-selling magazine - India Today. Follow us for the latest in Showbiz, gossip, photos of celebrities and much more. Showbiz_IT",https://twitter.com/Showbiz_IT/status/1315925181605453828,0,0,0,0
17,1.32E+18," : How could this be, were they not using the mask vaccine on the Harris campaign?",": how could this be, were they not using the mask vaccine on the harris campaign?","How could this be, were they not using the mask vaccine on the Harris campaign?",0,1,0,1,1,0,0,1,0,0,1,0,1.32E+18,0,28,144,0,RMConservative,Daniel Horowitz,"Daniel Horowitz Senior Editor at https://t.co/nnZgW71n8b conservative writer, policy analyst, host of CR Podcast https://t.co/kNwNIB9w7v RMConservative",https://twitter.com/RMConservative/status/1317050556452687872,0,0,0,0
18,1.34E+18," : I love being Jewish. We get 8 nights of presents, AND we all got the vaccine in January 2015",": i love being jewish. we get 8 nights of presents, and we all got the vaccine in january 2015","I love being Jewish. We get 8 nights of presents, AND we all got the vaccine in January 2015",2,1,1,0,0,0,0,0,0,0,0,0,1.34E+18,0,na,na,0,RoryAlbanese,Rory Albanese,Rory Albanese I like sandwiches RoryAlbanese,https://twitter.com/RoryAlbanese/status/1339013902235885569,0,0,0,0
19,1.33E+18," : New York City all began with Little Italy. once the vaccine drops, check out where it all began!",": new york city all began with little italy. once the vaccine drops, check out where it all began!","New York City all began with Little Italy. once the vaccine drops, check out where it all began!",1,1,1,0,0,0,0,0,0,0,0,0,1.33E+18,0,10,586,0,ByYourLogic,drunk driving cow,"drunk driving cow 14 year veteran Special Air Service. former UKIP candidate for Liverpool. Poundland Antisemitism Consultant. 4 perfect boys, one missus that could use work Ã°ÂŸÂ˜Â‚ ByYourLogic",https://twitter.com/ByYourLogic/status/1326015816270311424,0,0,0,0
20,1.37E+18," : Nursing home gains threatened by lack of vaccine, unvaccinated workers. Story from  ",": nursing home gains threatened by lack of vaccine, unvaccinated workers. story from","Nursing home gains threatened by lack of vaccine, unvaccinated workers. Story from",0,0,0,0,0,0,0,0,0,0,0,0,1.37E+18,0,3,4,0,PressHerald,Portland Press Herald,Portland Press Herald Stories from Maine's largest news team. Lobster enthusiasts and craft beer fans. Poet laureate of any bar with Big Buck Hunter. Puns always intended. PressHerald,https://twitter.com/PressHerald/status/1368531328522727425,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
